latitude,longitude
55.704196,-5.28021
55.704331,-5.279301
55.704735,-5.278535
55.704708,-5.277818
55.705301,-5.277722
55.706299,-5.277722
55.706784,-5.278105
55.707026,-5.2782
55.70743,-5.278679
55.700019,-5.285472
55.699749,-5.285472
55.699507,-5.28552
55.699453,-5.286524
55.699152,-5.285376
55.698348,-5.286094
55.698078,-5.287385
55.697971,-5.288007
55.697836,-5.287959
