latitude,longitude
55.7009082,-5.2708042
55.702472,-5.2707963
55.70833,-5.27487
55.699331,-5.284849
55.6986559,-5.2858015
55.6980744,-5.2874668
55.704307,-5.2799663
55.7059203,-5.2753271
55.7048685,-5.269265
55.6981033,-5.2828772
55.6966166,-5.2833137
55.6962886,-5.286808
