latitude,longitude
55.6979336,-5.2742408
55.6973728,-5.2736041
55.6968728,-5.2721393
55.6966402,-5.2707888
55.6982586,-5.2739193
55.6963381,-5.2816786
55.7041476,-5.266852
55.7045233,-5.2675045
55.6979336,-5.2742408
55.6973728,-5.2736041
55.6968728,-5.2721393
55.6966402,-5.2707888
55.6982586,-5.2739193
55.6963381,-5.2816786
55.7041476,-5.266852
55.7045233,-5.2675045
